site_id,name,address,block,lot,site_use_ids,source_ids,point_x,point_y
11,,1620 riggs ave,42,83,2,"3, 4, 5, 6",-76.644054,39.301228
19,,1428 w lafayette ave,76,58,2,"3, 4, 5, 6",-76.640691,39.299212
32,amazing rose street garden,"600 block of n. port st. baltimore, md",,,,"2, 4, 5, 6",-76.581358,39.298106
36,mt washington arboretum community garden,"1 tanbark dr, baltimore, md",,,,"2, 4, 5, 6",-76.65641695,39.36691464
39,,616 n mount st,109,8,2,"3, 4, 5, 6",-76.644464,39.295886
43,,2123 w saratoga st,160,12,2,"3, 4, 5, 6",-76.650933,39.291647
44,,2125 w saratoga st,160,13,2,"3, 4, 5, 6",-76.65099,39.291642
45,,2127 w saratoga st,160,14,2,"3, 4, 5, 6",-76.651034,39.291646
46,,2129 w saratoga st,160,15,2,"3, 4, 5, 6",-76.651078,39.291639
47,,2131 w saratoga st,160,16,2,"3, 4, 5, 6",-76.651135,39.291634
48,,2133 w saratoga st,160,17,2,"3, 4, 5, 6",-76.651179,39.291637
49,,2135 w saratoga st,160,18,2,"3, 4, 5, 6",-76.651223,39.291632
50,,2137 w saratoga st,160,19,2,"3, 4, 5, 6",-76.65128,39.291635
51,,2139 w saratoga st,160,20,2,"3, 4, 5, 6",-76.651324,39.29163
52,,2141 w saratoga st,160,21,2,"3, 4, 5, 6",-76.651369,39.291633
53,,2143 w saratoga st,160,22,2,"3, 4, 5, 6",-76.651425,39.291628
54,,2145 w saratoga st,160,23,2,"3, 4, 5, 6",-76.651469,39.291631
55,,233 n fulton ave,164,6,2,"3, 4, 5, 6",-76.645114,39.291754
56,,231 n fulton ave,164,7,2,"3, 4, 5, 6",-76.645113,39.291713
57,,229 n fulton ave,164,8,2,"3, 4, 5, 6",-76.645113,39.291673
58,,227 n fulton ave,164,9,2,"3, 4, 5, 6",-76.645081,39.291629
59,,219 n fulton ave,164,13,2,"3, 4, 5, 6",-76.645075,39.291435
60,,217 n fulton ave,164,14,2,"3, 4, 5, 6",-76.645071,39.291393
61,,213 n fulton ave,164,16,2,"3, 4, 5, 6",-76.645067,39.291291
62,,207 n fulton ave,164,19,2,"3, 4, 5, 6",-76.645056,39.291148
63,,202 n bruce st,164,93,2,"3, 4, 5, 6",-76.64476,39.290922
64,,204 n bruce st,164,94,2,"3, 4, 5, 6",-76.644766,39.29095
65,,206 n bruce st,164,95,2,"3, 4, 5, 6",-76.644772,39.290985
66,,208 n bruce st,164,96,2,"3, 4, 5, 6",-76.644766,39.29102
67,,210 n bruce st,164,97,2,"3, 4, 5, 6",-76.644771,39.291045
68,,212 n bruce st,164,98,2,"3, 4, 5, 6",-76.644757,39.291111
69,,214 n bruce st,164,99,2,"3, 4, 5, 6",-76.644766,39.291155
70,,216 n bruce st,164,100,2,"3, 4, 5, 6",-76.644763,39.291185
71,,218 n bruce st,164,101,2,"3, 4, 5, 6",-76.644762,39.291221
72,,220 n bruce st,164,102,2,"3, 4, 5, 6",-76.644774,39.291257
73,,222 n bruce st,164,103,2,"3, 4, 5, 6",-76.644774,39.291284
74,,224 n bruce st,164,104,2,"3, 4, 5, 6",-76.644774,39.291321
75,,226 n bruce st,164,105,2,"3, 4, 5, 6",-76.644773,39.291356
76,,228 n bruce st,164,106,2,"3, 4, 5, 6",-76.644772,39.291383
77,,230 n bruce st,164,107,2,"3, 4, 5, 6",-76.644783,39.291419
78,,232 n bruce st,164,108,2,"3, 4, 5, 6",-76.644783,39.291455
79,,234 n bruce st,164,109,2,"3, 4, 5, 6",-76.644783,39.291482
80,,236 n bruce st,164,110,2,"3, 4, 5, 6",-76.644783,39.291517
81,,238 n bruce st,164,111,2,"3, 4, 5, 6",-76.644782,39.291553
82,,240 n bruce st,164,112,2,"3, 4, 5, 6",-76.644793,39.29158
83,,242 n bruce st,164,113,2,"3, 4, 5, 6",-76.644793,39.291616
84,,244 n bruce st,164,114,2,"3, 4, 5, 6",-76.64479,39.291648
85,,246 n bruce st,164,115,2,"3, 4, 5, 6",-76.644808,39.291682
86,,248 n bruce st,164,116,2,"3, 4, 5, 6",-76.644819,39.291718
87,,250 n bruce st,164,117,2,"3, 4, 5, 6",-76.644819,39.291745
88,,252 n bruce st,164,118,2,"3, 4, 5, 6",-76.644819,39.29178
89,,254 n bruce st,164,119,2,"3, 4, 5, 6",-76.644819,39.291816
91,sunflower village,216 - 224 n. carey,168,24,"4, 8","1, 2, 4, 5, 6",-76.638699,39.291657
94,sunflower village,216 - 224 n. carey,168,52,"4, 8","1, 4, 5, 6",-76.638895,39.291434
95,sunflower village,216 - 224 n. carey,168,53,"4, 8","1, 4, 5, 6",-76.638918,39.291819
106,,31 n mount st,195,21,2,"3, 4, 5, 6",-76.643589,39.289259
107,,29 n mount st,195,22,2,"3, 4, 5, 6",-76.643592,39.28922
108,,27 n mount st,195,23,2,"3, 4, 5, 6",-76.643558,39.289157
109,,25 n mount st,195,24,2,"3, 4, 5, 6",-76.643551,39.289128
110,,23 n mount st,195,25,2,"3, 4, 5, 6",-76.643552,39.289092
111,,25 n vincent st,195,68,2,"3, 4, 5, 6",-76.642981,39.289119
112,,23 n vincent st,195,69,2,"3, 4, 5, 6",-76.642979,39.289092
113,,21 n vincent st,195,70,2,"3, 4, 5, 6",-76.642975,39.289055
114,,19 n vincent st,195,71,2,"3, 4, 5, 6",-76.642985,39.289018
115,,17 n vincent st,195,72,2,"3, 4, 5, 6",-76.642983,39.288991
116,,11 n vincent st,195,75,2,"3, 4, 5, 6",-76.642975,39.28889
117,,7 n vincent st,195,77,2,"3, 4, 5, 6",-76.64297,39.288826
118,,5 n vincent st,195,78,2,"3, 4, 5, 6",-76.642967,39.288789
119,,16 n vincent st,195,82,2,"3, 4, 5, 6",-76.64324,39.288987
120,,18 n vincent st,195,83,2,"3, 4, 5, 6",-76.643246,39.289025
121,,20 n vincent st,195,84,2,"3, 4, 5, 6",-76.64325,39.289052
122,,22 n vincent st,195,85,2,"3, 4, 5, 6",-76.643252,39.289089
123,,24 n vincent st,195,86,2,"3, 4, 5, 6",-76.643256,39.289128
124,,26 n vincent st,195,87,2,"3, 4, 5, 6",-76.643255,39.289163
125,,28 n vincent st,195,88,2,"3, 4, 5, 6",-76.643204,39.289239
126,poppleton children's & community garden,"14 n schroeder st baltimore, md",,,,"2, 4, 5, 6",-76.63406,39.289401
132,,32 s carey st,232,48,2,"3, 4, 5, 6",-76.638315,39.287097
133,,30 s carey st,232,49,2,"3, 4, 5, 6",-76.63832,39.287135
134,,28 s carey st,232,50,2,"3, 4, 5, 6",-76.638311,39.287173
143,,1015 w lombard st,251,7,2,"3, 4, 5, 6",-76.6343,39.286557
144,,1017 w lombard st,251,8,2,"3, 4, 5, 6",-76.634342,39.286551
148,301 s. calhoun street,301 s. calhoun street,281,54,"4, 5, 8, 15, 16","1, 4, 5, 6",-76.639065,39.284412
152,,2131 pennsylvania ave,307,38,2,"3, 4, 5, 6",-76.63893,39.307349
153,,2129 pennsylvania ave,307,39,2,"3, 4, 5, 6",-76.638896,39.307325
154,,2127 pennsylvania ave,307,40,2,"3, 4, 5, 6",-76.638863,39.307292
155,,2125 pennsylvania ave,307,41,2,"3, 4, 5, 6",-76.63884,39.307266
156,,2123 pennsylvania ave,307,42,2,"3, 4, 5, 6",-76.638791,39.307244
160,,1945 pennsylvania ave,320,18,2,"3, 4, 5, 6",-76.637183,39.305929
161,,1941 pennsylvania ave,320,20,2,"3, 4, 5, 6",-76.63712,39.30587
162,,1939 pennsylvania ave,320,21,2,"3, 4, 5, 6",-76.637084,39.305847
163,,1937 pennsylvania ave,320,22,2,"3, 4, 5, 6",-76.637044,39.305813
164,,1935 pennsylvania ave,320,23,2,"3, 4, 5, 6",-76.637019,39.305792
165,,1933 pennsylvania ave,320,24,2,"3, 4, 5, 6",-76.636976,39.305763
166,,1931 pennsylvania ave,320,25,2,"3, 4, 5, 6",-76.636944,39.305735
167,,1929 pennsylvania ave,320,26,2,"3, 4, 5, 6",-76.636914,39.30571
168,,1927 pennsylvania ave,320,27,2,"3, 4, 5, 6",-76.636874,39.305676
169,,558 robert st,320,37,2,"3, 4, 5, 6",-76.636026,39.305676
170,,556 robert st,320,38,2,"3, 4, 5, 6",-76.635992,39.305701
171,,554 robert st,320,39,2,"3, 4, 5, 6",-76.63596,39.305725
172,,552 robert st,320,40,2,"3, 4, 5, 6",-76.635928,39.30575
173,,550 robert st,320,41,2,"3, 4, 5, 6",-76.635895,39.305774
174,,548 robert st,320,42,2,"3, 4, 5, 6",-76.635863,39.305799
175,,546 robert st,320,43,2,"3, 4, 5, 6",-76.63583,39.305823
176,,544 robert st,320,44,2,"3, 4, 5, 6",-76.635796,39.305848
177,,542 robert st,320,45,2,"3, 4, 5, 6",-76.635764,39.305873
178,,540 robert st,320,46,2,"3, 4, 5, 6",-76.63573,39.305898
179,,538 robert st,320,47,2,"3, 4, 5, 6",-76.635697,39.305922
180,,1900 division st,320,48,2,"3, 4, 5, 6",-76.635882,39.305922
185,,1833 brunt st,327,79,2,"3, 4, 5, 6",-76.635619,39.305326
186,,1831 brunt st,327,80,2,"3, 4, 5, 6",-76.635589,39.305299
187,,1829 brunt st,327,81,2,"3, 4, 5, 6",-76.63556,39.305278
188,,1827 brunt st,327,82,2,"3, 4, 5, 6",-76.635528,39.305252
189,,1825 brunt st,327,83,2,"3, 4, 5, 6",-76.635497,39.305234
190,,1823 brunt st,327,84,2,"3, 4, 5, 6",-76.635468,39.305209
191,,1821 brunt st,327,85,2,"3, 4, 5, 6",-76.635439,39.305187
192,,1819 brunt st,327,86,2,"3, 4, 5, 6",-76.635409,39.305159
193,,1817 brunt st,327,87,2,"3, 4, 5, 6",-76.635373,39.305139
194,,1815 brunt st,327,88,2,"3, 4, 5, 6",-76.635346,39.305109
195,,1709 brunt st,338,76,2,"3, 4, 5, 6",-76.634416,39.304407
196,,1711 brunt st,338,77,2,"3, 4, 5, 6",-76.634441,39.304432
197,,1713 brunt st,338,78,2,"3, 4, 5, 6",-76.634466,39.304448
198,,1717 brunt st,338,80,2,"3, 4, 5, 6",-76.63453,39.304497
199,,1719 brunt st,338,81,2,"3, 4, 5, 6",-76.634565,39.304528
200,,1721 brunt st,338,82,2,"3, 4, 5, 6",-76.634595,39.30455
201,,1723 brunt st,338,83,2,"3, 4, 5, 6",-76.634619,39.304573
202,,1728 brunt st,338,84,2,"3, 4, 5, 6",-76.63488,39.304377
203,,1726 brunt st,338,85,2,"3, 4, 5, 6",-76.634849,39.304356
204,,1724 brunt st,338,86,2,"3, 4, 5, 6",-76.634821,39.304324
205,,1722 brunt st,338,87,2,"3, 4, 5, 6",-76.634785,39.304307
206,,1720 brunt st,338,88,2,"3, 4, 5, 6",-76.634761,39.304278
207,,1718 brunt st,338,89,2,"3, 4, 5, 6",-76.634732,39.304259
208,,1716 brunt st,338,90,2,"3, 4, 5, 6",-76.634699,39.304231
209,,1714 brunt st,338,91,2,"3, 4, 5, 6",-76.634674,39.30421
210,,1712 brunt st,338,92,2,"3, 4, 5, 6",-76.634642,39.30418
211,,1710 brunt st,338,93,2,"3, 4, 5, 6",-76.634612,39.304155
224,,109 e lafayette ave,409,22,2,"3, 4, 5, 6",-76.614472,39.309683
225,,107 e lafayette ave,409,23,2,"3, 4, 5, 6",-76.614538,39.30968
226,,105 e lafayette ave,409,24,2,"3, 4, 5, 6",-76.614581,39.309677
227,,103 e lafayette ave,409,25,2,"3, 4, 5, 6",-76.614624,39.309684
228,,1731 saint paul st,409,26,2,"3, 4, 5, 6",-76.614687,39.309676
229,1718 guilford avenue,1718 guilford avenue,410,33,,"1, 4, 5, 6",-76.61258,39.309499
268,cole street community garden,"1523 cole street baltimore, md",,,,"2, 4, 5, 6",-76.641221,39.282099
272,pigtown food for thought,1172 carroll street,780,51,"4, 5, 7, 8, 9, 10, 11","1, 2, 4, 5, 6",-76.632981,39.281113
281,welcome alley park,129 welcome alley,874,52,"4, 15","1, 4, 5, 6",-76.616916,39.282509
282,,0883 031a,883,31a,2,"3, 4, 5, 6",-76.615832,39.281269
286,,934 s hanover st,916,18,2,"3, 4, 5, 6",-76.615884,39.278082
296,heath street and charles street,"1 e heath st, baltimore, md",,,,"2, 4, 5, 6",-76.613644,39.270428
303,brentwood commons,1816 brentwood avenue,1096,63,"1, 4, 5, 8, 15","1, 4, 5, 6",-76.610334,39.31087
316,,1712-1714 greenmount ave,1104,36,2,"3, 4, 5, 6",-76.609631,39.309621
317,,1710 greenmount ave,1104,38,2,"3, 4, 5, 6",-76.609618,39.309554
318,,1708 greenmount ave,1104,39,2,"3, 4, 5, 6",-76.609616,39.309502
319,,1706 greenmount ave,1104,40,2,"3, 4, 5, 6",-76.609615,39.30946
320,,1704 greenmount ave,1104,41,2,"3, 4, 5, 6",-76.609614,39.309418
321,,1702 greenmount ave,1104,42,2,"3, 4, 5, 6",-76.609613,39.309366
322,brentwood garden,"1700 brentwood ave. 21202 baltimore, md",,,,"2, 4, 5, 6",-76.609937,39.309526
336,,423 e lanvale st,1111,106,2,"3, 4, 5, 6",-76.610092,39.308811
338,,1517 ensor st,1121,43,2,"3, 4, 5, 6",-76.603649,39.3075
339,,1513 ensor st,1121,45,2,"3, 4, 5, 6",-76.603652,39.307435
340,,1511 ensor st,1121,46,2,"3, 4, 5, 6",-76.603641,39.307393
341,,1509 ensor st,1121,47,2,"3, 4, 5, 6",-76.603636,39.307358
342,,1507 ensor st,1121,48,2,"3, 4, 5, 6",-76.603648,39.307322
343,,1505 ensor st,1121,49,2,"3, 4, 5, 6",-76.60365,39.307286
344,,1503 ensor st,1121,50,2,"3, 4, 5, 6",-76.603636,39.307251
345,,1501 ensor st,1121,51,2,"3, 4, 5, 6",-76.603626,39.307221
354,,1009 e oliver st,1131,31,2,"3, 4, 5, 6",-76.603517,39.30698
355,,1007 e oliver st,1131,32,2,"3, 4, 5, 6",-76.60357,39.30697
356,,1005 e oliver st,1131,33,2,"3, 4, 5, 6",-76.603622,39.30697
357,,1003 e oliver st,1131,34,2,"3, 4, 5, 6",-76.603674,39.306969
358,,1001 e oliver st,1131,35,2,"3, 4, 5, 6",-76.603702,39.306969
404,,1300 holbrook st,1145,66,2,"3, 4, 5, 6",-76.603061,39.305381
405,,1302 holbrook st,1145,67,2,"3, 4, 5, 6",-76.603077,39.30541
406,,1304 holbrook st,1145,68,2,"3, 4, 5, 6",-76.603069,39.305439
407,,1306 holbrook st,1145,69,2,"3, 4, 5, 6",-76.603085,39.305469
408,,1308 holbrook st,1145,70,2,"3, 4, 5, 6",-76.603077,39.305497
409,,1310 holbrook st,1145,71,2,"3, 4, 5, 6",-76.603069,39.305526
410,,1312 holbrook st,1145,72,2,"3, 4, 5, 6",-76.603085,39.305555
411,,1314 holbrook st,1145,73,2,"3, 4, 5, 6",-76.603072,39.305587
412,,1316 holbrook st,1145,74,2,"3, 4, 5, 6",-76.603075,39.305623
413,,1318 holbrook st,1145,75,2,"3, 4, 5, 6",-76.60308,39.305659
414,,1320 holbrook st,1145,76,2,"3, 4, 5, 6",-76.603091,39.305686
450,eastside community garden,"1600 e. baltimore st. baltimore, md",,,,"2, 4, 5, 6",-76.595081,39.291252
451,exeter gardens,101-103 s. exeter street,1380,58,,"1, 2, 4, 5, 6",-76.602025,39.28905
478,duncan street miracle garden,"1800 duncan st. baltimore, md",,,,"2, 4, 5, 6",-76.588147,39.311459
482,,"ns 15 ft alley 1st n of, federal st rear, 2632-2800 federal st",1476b,75h,2,"3, 4, 5, 6",-76.579635,39.309624
483,agape's garden,1504 n madeira st,1483,60,2,"2, 3, 4, 5, 6",-76.586661,39.308229
484,,1508 n madeira st,1483,62,2,"3, 4, 5, 6",-76.58665,39.308298
485,,1510 n madeira st,1483,63,2,"3, 4, 5, 6",-76.586664,39.308339
486,,1513 n madeira st,1483,79,2,"3, 4, 5, 6",-76.58628,39.30839
487,,1505 n madeira st,1483,83,2,"3, 4, 5, 6",-76.586283,39.308241
488,,1501 n madeira st,1483,85,2,"3, 4, 5, 6",-76.586264,39.308176
489,,1756 llewelyn ave,1494,82,2,"3, 4, 5, 6",-76.592963,39.307129
490,,1758 llewelyn ave,1494,83,2,"3, 4, 5, 6",-76.592928,39.307135
491,,1760 llewelyn ave,1494,84,2,"3, 4, 5, 6",-76.592868,39.307131
492,,1762 llewelyn ave,1494,85,2,"3, 4, 5, 6",-76.59283,39.307138
493,,1764 llewelyn ave,1494,86,2,"3, 4, 5, 6",-76.592803,39.307134
494,,1766 llewelyn ave,1494,87,2,"3, 4, 5, 6",-76.592751,39.307137
495,,1768 llewelyn ave,1494,88,2,"3, 4, 5, 6",-76.592701,39.307137
511,amazing port street commons,"600 n. port st., baltimore md",,,,"2, 4, 5, 6",-76.582776,39.298338
513,,2018 jefferson st,1651,49,2,"3, 4, 5, 6",-76.588162,39.296677
514,500 n. block duncan street community garden,502 n. duncan street,1652,61,"4, 5, 9, 11, 15, 16","1, 4, 5, 6",-76.587232,39.296856
515,,524 n duncan st,1652,71,2,"3, 4, 5, 6",-76.587271,39.297213
518,,2401 mcelderry st,1655,55,2,"3, 4, 5, 6",-76.583477,39.29746
520,,2115 jefferson st,1669,21,2,"3, 4, 5, 6",-76.587242,39.296345
521,,402 n duncan st,1669,66,2,"3, 4, 5, 6",-76.58718,39.295771
522,,406 n duncan st,1669,68,2,"3, 4, 5, 6",-76.587191,39.295841
523,,408 n duncan st,1669,69,2,"3, 4, 5, 6",-76.587193,39.295879
524,,410 n duncan st,1669,70,2,"3, 4, 5, 6",-76.587191,39.295913
526,,414 n duncan st,1669,72,2,"3, 4, 5, 6",-76.587185,39.29598
527,,416 n duncan st,1669,73,2,"3, 4, 5, 6",-76.587192,39.296019
528,,418 n duncan st,1669,74,2,"3, 4, 5, 6",-76.587195,39.296059
529,,420 n duncan st,1669,75,2,"3, 4, 5, 6",-76.587206,39.296096
530,,422 n duncan st,1669,76,2,"3, 4, 5, 6",-76.587191,39.296124
531,,427 n duncan st,1669,79,2,"3, 4, 5, 6",-76.586968,39.296211
532,,425 n duncan st,1669,80,2,"3, 4, 5, 6",-76.586972,39.296169
533,,423 n duncan st,1669,81,2,"3, 4, 5, 6",-76.586953,39.296136
534,,421 n duncan st,1669,82,2,"3, 4, 5, 6",-76.586957,39.296104
535,,419 n duncan st,1669,83,2,"3, 4, 5, 6",-76.58696,39.296061
536,,417 n duncan st,1669,84,2,"3, 4, 5, 6",-76.586964,39.296029
537,,415 n duncan st,1669,85,2,"3, 4, 5, 6",-76.586944,39.295996
538,,413 n duncan st,1669,86,2,"3, 4, 5, 6",-76.586955,39.295955
539,,411 n duncan st,1669,87,2,"3, 4, 5, 6",-76.586938,39.295926
540,,409 n duncan st,1669,88,2,"3, 4, 5, 6",-76.586937,39.295887
541,,407 n duncan st,1669,89,2,"3, 4, 5, 6",-76.586941,39.295855
542,,405 n duncan st,1669,90,2,"3, 4, 5, 6",-76.586944,39.295822
543,,403 n duncan st,1669,91,2,"3, 4, 5, 6",-76.586929,39.295786
544,,2222 orleans st,1670,65,2,"3, 4, 5, 6",-76.585743,39.295688
545,madeira gardens,"400 n madeira st. baltimore, md",,,,"2, 4, 5, 6",-76.585535,39.29585
546,,2026 e fayette st,1686,42,2,"3, 4, 5, 6",-76.58831,39.294367
547,,235 n chester st,1687,12,2,"3, 4, 5, 6",-76.587414,39.295249
548,,2107 orleans st,1687,17,2,"3, 4, 5, 6",-76.587126,39.295246
559,,205 n duncan st,1687,77,2,"3, 4, 5, 6",-76.586854,39.294641
564,patterson park city farm,"2499 e baltimore st, baltimore, md",,,,"2, 4, 5, 6",-76.581727,39.292213
567,charles m. halcott square,104 south duncan street,1748,53,"4, 5, 8, 13, 15, 16","1, 2, 4, 5, 6",-76.586833,39.290144
568,ufpia community garden,1827 e. pratt street,1754,72,"4, 5, 6, 10, 11","1, 2, 4, 5, 6",-76.590502,39.289158
590,coppin heights community garden,"ss 10 ft alley 1st s of, w north av 90 ft e of, n warwick av",2307a,54,2,"2, 3, 4, 5, 6",-76.656276,39.309216
603,,3917 norfolk ave,2742a,9,2,"3, 4, 5, 6",-76.684227,39.324157
604,,3204 chelsea terr,2742a,26,2,"3, 4, 5, 6",-76.683828,39.324068
615,victorine q. adams memorial garden,"nws vickers rd, 124-7 ft sw of carlisle av",3070a,19,"2, 4, 5, 9, 12, 13, 14, 15, 16","1, 2, 3, 4, 5, 6",-76.67161682,39.31821195
627,,4316 pimlico road,3307b,14,2,"3, 4, 5, 6",-76.664703,39.339213
628,,3900 park heights ave,3321,1,2,"3, 4, 5, 6",-76.662187,39.333195
629,,3902 park heights ave,3321,2,2,"3, 4, 5, 6",-76.662218,39.333238
630,,3906 park heights ave,3321,4,2,"3, 4, 5, 6",-76.662275,39.333333
631,,3908 park heights ave,3321,5,2,"3, 4, 5, 6",-76.662319,39.333385
632,,3910 park heights ave,3321,6,2,"3, 4, 5, 6",-76.662353,39.333428
635,,"es 20 ft alley, 2nd w druid pk dr rear, 2522-66 druid park dr",3327c,79,2,"3, 4, 5, 6",-76.656719,39.327768
636,druid park dr. community garden,"2500 druid park drive baltimore, md",,,,"2, 4, 5, 6",-76.656123,39.328722
641,rocks n'rows charity garden,"3700 clipper road baltimore, md",,,,"2, 4, 5, 6",-76.646886,39.335241
645,lennox street community garden,"732 lennox st. baltimore, md",,,,"2, 4, 5, 6",-76.629112,39.312044
648,,901-905 whitelock st,3447,27,2,"3, 4, 5, 6",-76.634095,39.314165
649,,907 whitelock st,3447,27b,2,"3, 4, 5, 6",-76.634228,39.314164
650,,909 whitelock st,3447,27c,2,"3, 4, 5, 6",-76.634303,39.314166
651,,911 whitelock st,3447,28,2,"3, 4, 5, 6",-76.634383,39.314166
658,,925-927 whitelock st,3447,30c,2,"3, 4, 5, 6",-76.63504,39.314033
659,,2339 linden ave,3447,31,2,"3, 4, 5, 6",-76.635249,39.313913
660,,2337 linden ave,3447,32,2,"3, 4, 5, 6",-76.635155,39.313914
661,,2335 linden ave,3447,33,2,"3, 4, 5, 6",-76.635119,39.313879
662,,2333 linden ave,3447,34,2,"3, 4, 5, 6",-76.635087,39.313842
664,reservoir hill association of neighbors on newington,"730 newington ave baltimore, md",,,,"2, 4, 5, 6",-76.630764,39.31389
667,,2401 linden ave,3463a,1,2,"3, 4, 5, 6",-76.635327,39.314175
669,reservoir hill community garden,942-946 whitelock st,3463a,14,2,"2, 3, 4, 5, 6",-76.634586,39.314637
673,,2515 linden ave,3463f,3,2,"3, 4, 5, 6",-76.635825,39.315759
675,druid park dr. city farm,"1 shop rd, baltimore, md",,,,"2, 4, 5, 6",-76.637062,39.322649
676,baltimore free farm,3509 ash st,3518c,47,2,"2, 3, 4, 5, 6",-76.640128,39.329438
677,roosevelt park city farm,"1311 w 36th st, baltimore, md",,,,"2, 4, 5, 6",-76.636688,39.330381
686,making miles,2603 miles ave,3630a,58,2,"2, 3, 4, 5, 6",-76.621819,39.318681
691,remington village green,2812 - 2822 fox street,3651,61,"8, 9, 10, 11, 15","1, 2, 4, 5, 6",-76.622535,39.321374
692,sherwood gardens,4310 underwood road,3706,2,,"1, 4, 5, 6",-76.613523,39.34175
694,,442-444 e north ave,3804,1,2,"3, 4, 5, 6",-76.609621,39.311728
695,,438-440 e north ave,3804,3,2,"3, 4, 5, 6",-76.609751,39.311677
696,,436 e north ave,3804,5,2,"3, 4, 5, 6",-76.609819,39.311696
712,,2401 barclay st,3826,1,2,"3, 4, 5, 6",-76.610987,39.316348
713,,2403 barclay st,3826,2,2,"3, 4, 5, 6",-76.610984,39.316392
720,brentwood avenue garden,3409-3415 brentwood,3884,38,,"1, 2, 4, 5, 6",-76.610386,39.32
723,,3925 frisby st,3920,1,2,"3, 4, 5, 6",-76.60599,39.336444
724,hillen homestead,1913 e 28th st,3938,25,"2, 4, 8, 11, 12, 13, 15, 16","1, 3, 4, 5, 6",-76.588623,39.323667
725,hillen homestead,1915 e 28th st,3938,26,"2, 4, 8, 11, 12, 13, 15, 16","1, 3, 4, 5, 6",-76.588572,39.32366
726,hillen homestead,1917 e 28th st,3938,27,"2, 4, 8, 11, 12, 13, 15, 16","1, 3, 4, 5, 6",-76.588525,39.323661
727,hillen homestead,1919 e 28th st,3938,28,"2, 4, 8, 11, 12, 13, 15, 16","1, 3, 4, 5, 6",-76.588474,39.323663
730,north hill community garden,,3972e,47,,"1, 2, 4, 5, 6",-76.60078158,39.33866202
738,,1100 e north ave,4005,1,2,"3, 4, 5, 6",-76.603935,39.311976
750,,518 e 21st st,4019,10,2,"3, 4, 5, 6",-76.608881,39.313756
751,,520 e 21st st,4019,11,2,"3, 4, 5, 6",-76.608831,39.313759
752,,522 e 21st st,4019,12,2,"3, 4, 5, 6",-76.608789,39.313766
753,,526 e 21st st,4019,14,2,"3, 4, 5, 6",-76.608687,39.313765
754,,528 e 21st st,4019,15,2,"3, 4, 5, 6",-76.608628,39.313771
756,homewood house community garden,"2200 homewood ave, baltimore, md",,,,"2, 4, 5, 6",-76.607668,39.315132
757,blue jay's perch community garden,"1101 e. 33rd street baltimore, md",,,,"2, 4, 5, 6",-76.59929,39.326525
763,homestead harvest community garden,"623 homestead st, baltimore, md",,,,"2, 4, 5, 6",-76.607412,39.326537
764,,808 homestead st,4079,15,2,"3, 4, 5, 6",-76.605273,39.32617
774,,2307 harford rd,4165,4,2,"3, 4, 5, 6",-76.596053,39.315701
775,,2311 harford rd,4165,6,2,"3, 4, 5, 6",-76.595987,39.315764
776,,2315 harford rd,4165,8,2,"3, 4, 5, 6",-76.595917,39.31583
777,,2319 harford rd,4165,10,2,"3, 4, 5, 6",-76.595858,39.315888
778,,2321 harford rd,4165,11,2,"3, 4, 5, 6",-76.595818,39.315924
779,,2323 harford rd,4165,12,2,"3, 4, 5, 6",-76.595781,39.315955
780,,2327 harford rd,4165,14,2,"3, 4, 5, 6",-76.595691,39.316038
782,,2200 e north ave,4171,1,2,"3, 4, 5, 6",-76.587362,39.312715
783,,2202 e north ave,4171,2,2,"3, 4, 5, 6",-76.587319,39.312716
784,,2204 e north ave,4171,3,2,"3, 4, 5, 6",-76.587267,39.312724
786,clifton park city farm,"100 hill top drive, baltimore, md",,,,"2, 4, 5, 6",-76.582968,39.32522
793,,3004 w northern pkwy,4464a,28,2,"3, 4, 5, 6",-76.677995,39.355894
794,,"sws cuthbert av 145 ft, nw of hayward av",4511a,21,2,"3, 4, 5, 6",-76.68295571,39.34793415
796,,3300 hayward ave,4536a,9,2,"3, 4, 5, 6",-76.677512,39.351095
798,park heights renaissance urban garden (garden of hope),"3300 woodland ave. baltimore, md",,,,"2, 4, 5, 6",-76.672596,39.344792
802,the eric waller mount washington community vegetable garden,"2159 w. rogers ave. baltimore, md",,,,"2, 4, 5, 6",-76.660427,39.35918
805,,"ss w belvedere ave, swc seville ave",4744a,16,2,"3, 4, 5, 6",-76.665623,39.352998
816,radnor winston cooperative garden,"5002 york rd. baltimore, md",,,,"2, 4, 5, 6",-76.610629,39.34946
817,pleasant hope garden,"430 e. belvedere ave. baltimore, md",,,,"2, 4, 5, 6",-76.611008,39.364354
818,astt healing garden (advocates for survivors of torture & trauma),"431 east belvedere avenue baltimore, md",,,,"2, 4, 5, 6",-76.610806,39.363805
819,govans presbyterian church garden,"5828 york road baltimore, md",,,,"2, 4, 5, 6",-76.611101,39.362052
822,dewees park city farm,"730 woodbourne ave, baltimore, md",,,,"2, 4, 5, 6",-76.704416,39.355272
827,wilson park woods,4406 kenilworth ave,5192,12,,"1, 4, 5, 6",-76.60045414,39.34478034
829,,700 e 43rd st,5200,87,2,"3, 4, 5, 6",-76.606229,39.342135
830,,705 e 43rd st,5203a,3,2,"3, 4, 5, 6",-76.606347,39.341642
831,springfield woods,998-900 springfield ave,5205,16,,"1, 4, 5, 6",-76.6014265,39.34255388
